"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"BBB","2014B","380184","F","Yorkshire Region","A Level or Equivalent","10-20","0-35","0","210","N","Pass"
"BBB","2014B","380204","F","West Midlands Region","A Level or Equivalent","40-50%","0-35","0","60","N","Pass"
"BBB","2014B","381533","F","South West Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2014B","381544","F","East Anglian Region","HE Qualification","90-100%","35-55","0","60","N","Pass"
"BBB","2014B","381909","F","Yorkshire Region","A Level or Equivalent","60-70%","35-55","0","120","N","Distinction"
"BBB","2014B","381917","F","East Anglian Region","A Level or Equivalent","10-20","0-35","0","60","N","Distinction"
"BBB","2014B","383241","F","Scotland","HE Qualification","60-70%","0-35","0","75","N","Pass"
"BBB","2014B","383967","F","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","90","N","Pass"
"BBB","2014B","384636","F","Wales","Lower Than A Level","20-30%","0-35","0","120","N","Fail"
"BBB","2014B","384884","F","South Region","Lower Than A Level","60-70%","0-35","0","120","Y","Pass"
"BBB","2014B","386374","F","South Region","Lower Than A Level","10-20","0-35","2","60","N","Fail"
"BBB","2014B","389249","F","Wales","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"BBB","2014B","391153","F","Ireland","A Level or Equivalent","20-30%","0-35","0","120","N","Pass"
"BBB","2014B","392604","F","South Region","Lower Than A Level","80-90%","35-55","0","90","N","Pass"
"BBB","2014B","392733","F","London Region","HE Qualification","0-10%","35-55","0","120","N","Fail"
"BBB","2014B","393131","F","Scotland","Lower Than A Level","40-50%","0-35","0","60","N","Fail"
"BBB","2014B","394067","F","West Midlands Region","Lower Than A Level","70-80%","0-35","0","90","N","Distinction"
"BBB","2014B","394331","F","East Midlands Region","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"BBB","2014B","394480","F","South Region","Lower Than A Level","60-70%","0-35","0","60","N","Fail"
"BBB","2014B","394520","F","North Region","Lower Than A Level","80-90%","0-35","0","120","N","Pass"
"BBB","2014B","395374","F","London Region","HE Qualification","30-40%","0-35","0","120","N","Pass"
"BBB","2014B","396456","F","Wales","HE Qualification","40-50%","0-35","0","60","N","Distinction"
"BBB","2014B","396799","F","South East Region","A Level or Equivalent","20-30%","0-35","0","120","N","Distinction"
"BBB","2014B","397312","F","Yorkshire Region","A Level or Equivalent","10-20","0-35","0","60","N","Fail"
"BBB","2014B","397747","F","South Region","Lower Than A Level","50-60%","0-35","2","60","N","Pass"
"BBB","2014B","397829","M","Wales","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2014B","401441","F","South Region","Lower Than A Level","70-80%","35-55","1","60","N","Fail"
"BBB","2014B","405268","F","North Western Region","A Level or Equivalent","40-50%","0-35","0","120","N","Distinction"
"BBB","2014B","406600","F","Wales","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2014B","406974","M","West Midlands Region","A Level or Equivalent","10-20","0-35","2","240","N","Fail"
"BBB","2014B","407545","F","South East Region","A Level or Equivalent","20-30%","0-35","0","75","N","Withdrawn"
"BBB","2014B","408469","F","West Midlands Region","A Level or Equivalent","50-60%","35-55","1","210","N","Withdrawn"
"BBB","2014B","408581","F","East Anglian Region","A Level or Equivalent","80-90%","0-35","1","180","N","Distinction"
"BBB","2014B","411895","F","East Anglian Region","Lower Than A Level","0-10%","0-35","3","120","N","Fail"
"BBB","2014B","417263","F","East Anglian Region","A Level or Equivalent","50-60%","35-55","0","60","N","Pass"
"BBB","2014B","417684","F","South East Region","A Level or Equivalent","20-30%","0-35","2","60","N","Distinction"
"BBB","2014B","420663","F","South East Region","Lower Than A Level","80-90%","0-35","1","60","N","Pass"
"BBB","2014B","421326","F","Wales","Lower Than A Level","10-20","0-35","0","120","N","Fail"
"BBB","2014B","421992","F","East Anglian Region","Lower Than A Level","0-10%","0-35","2","60","N","Fail"
"BBB","2014B","423652","F","East Anglian Region","Lower Than A Level","70-80%","0-35","0","120","Y","Distinction"
"BBB","2014B","424014","F","Scotland","Lower Than A Level","80-90%","35-55","2","120","N","Pass"
"BBB","2014B","424863","F","Ireland","Lower Than A Level","60-70%","0-35","4","120","N","Fail"
"BBB","2014B","429099","F","Yorkshire Region","A Level or Equivalent","40-50%","0-35","2","90","N","Distinction"
"BBB","2014B","429417","M","Scotland","Lower Than A Level","30-40%","35-55","0","60","N","Pass"
"BBB","2014B","429777","F","South West Region","Lower Than A Level","50-60%","0-35","0","120","Y","Withdrawn"
"BBB","2014B","432480","M","North Western Region","A Level or Equivalent","0-10%","35-55","0","60","N","Pass"
"BBB","2014B","435282","F","South West Region","A Level or Equivalent","70-80%","35-55","2","60","Y","Fail"
"BBB","2014B","437171","F","East Midlands Region","A Level or Equivalent","0-10%","35-55","0","60","N","Pass"
"BBB","2014B","437565","F","East Anglian Region","Lower Than A Level","40-50%","35-55","0","60","N","Pass"
"BBB","2014B","438775","F","West Midlands Region","A Level or Equivalent","10-20","0-35","1","60","N","Withdrawn"
"BBB","2014B","439109","F","West Midlands Region","Lower Than A Level","0-10%","0-35","1","60","N","Fail"
"BBB","2014B","439710","F","South East Region","A Level or Equivalent","70-80%","0-35","0","120","N","Distinction"
"BBB","2014B","442497","F","London Region","Lower Than A Level","0-10%","35-55","0","90","N","Fail"
"BBB","2014B","444221","F","Scotland","A Level or Equivalent","40-50%","0-35","0","60","N","Withdrawn"
"BBB","2014B","444561","F","Wales","Lower Than A Level","60-70%","0-35","1","60","N","Pass"
"BBB","2014B","444858","F","London Region","A Level or Equivalent","0-10%","35-55","1","120","N","Fail"
"BBB","2014B","444872","F","South East Region","Lower Than A Level","40-50%","35-55","0","60","N","Pass"
"BBB","2014B","445136","F","South East Region","HE Qualification","70-80%","35-55","0","60","N","Withdrawn"
"BBB","2014B","445415","F","West Midlands Region","A Level or Equivalent","40-50%","0-35","0","120","N","Pass"
"BBB","2014B","445494","M","South Region","HE Qualification","10-20","0-35","1","60","N","Pass"
"BBB","2014B","446296","F","Wales","Lower Than A Level","20-30%","0-35","2","180","N","Fail"
"BBB","2014B","446650","M","London Region","A Level or Equivalent","10-20","0-35","0","120","N","Pass"
"BBB","2014B","446755","F","South West Region","HE Qualification","30-40%","35-55","0","60","N","Distinction"
"BBB","2014B","447184","F","South East Region","Lower Than A Level","50-60%","0-35","0","60","N","Pass"
"BBB","2014B","447265","F","London Region","No Formal quals","60-70%","0-35","0","180","N","Pass"
"BBB","2014B","447292","F","North Western Region","HE Qualification","60-70%","35-55","1","60","N","Fail"
"BBB","2014B","465369","F","East Anglian Region","A Level or Equivalent","70-80%","0-35","0","120","N","Pass"
"BBB","2014B","466377","F","London Region","A Level or Equivalent","0-10%","0-35","0","60","N","Withdrawn"
"BBB","2014B","466856","F","South West Region","A Level or Equivalent","20-30%","0-35","0","180","N","Distinction"
"BBB","2014B","467100","F","South Region","Lower Than A Level","30-40%","0-35","0","120","N","Fail"
"BBB","2014B","467303","F","South West Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"BBB","2014B","467580","F","Scotland","A Level or Equivalent","30-40%","0-35","0","120","N","Pass"
"BBB","2014B","468349","F","East Anglian Region","A Level or Equivalent","30-40%","0-35","1","60","N","Fail"
"BBB","2014B","468529","F","South Region","Lower Than A Level","70-80%","0-35","0","120","N","Withdrawn"
"BBB","2014B","469177","M","West Midlands Region","HE Qualification","80-90%","0-35","0","120","N","Pass"
"BBB","2014B","470113","F","London Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2014B","470331","F","Wales","A Level or Equivalent","0-10%","35-55","0","60","N","Withdrawn"
"BBB","2014B","470693","F","Scotland","HE Qualification","70-80%","0-35","0","60","N","Distinction"
"BBB","2014B","471925","M","Yorkshire Region","Lower Than A Level","20-30%","35-55","0","60","N","Pass"
"BBB","2014B","473095","F","East Midlands Region","A Level or Equivalent","40-50%","0-35","2","120","N","Withdrawn"
"BBB","2014B","473509","M","West Midlands Region","Lower Than A Level","90-100%","35-55","2","300","N","Fail"
"BBB","2014B","474607","F","South West Region","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"BBB","2014B","475981","F","South Region","Lower Than A Level","30-40%","0-35","0","120","N","Pass"
"BBB","2014B","476037","F","South Region","Lower Than A Level","90-100%","35-55","2","180","N","Fail"
"BBB","2014B","477779","F","London Region","A Level or Equivalent","10-20","0-35","0","120","N","Fail"
"BBB","2014B","478242","F","Yorkshire Region","Lower Than A Level","70-80%","0-35","0","60","N","Pass"
"BBB","2014B","478317","F","Scotland","Lower Than A Level","0-10%","0-35","2","90","N","Fail"
"BBB","2014B","479738","F","West Midlands Region","Lower Than A Level","40-50%","35-55","0","130","N","Pass"
"BBB","2014B","480372","F","North Western Region","Lower Than A Level","10-20","0-35","1","120","N","Pass"
"BBB","2014B","481150","F","Ireland","A Level or Equivalent","10-20","0-35","0","120","N","Pass"
"BBB","2014B","481947","F","West Midlands Region","Lower Than A Level","50-60%","0-35","0","180","N","Fail"
"BBB","2014B","483031","F","North Western Region","A Level or Equivalent","20-30%","0-35","0","120","N","Distinction"
"BBB","2014B","483411","F","East Midlands Region","Lower Than A Level","10-20","0-35","2","120","N","Fail"
"BBB","2014B","483468","F","Wales","HE Qualification","90-100%","0-35","0","60","N","Pass"
"BBB","2014B","483485","F","Wales","Lower Than A Level","70-80%","0-35","0","60","Y","Pass"
"BBB","2014B","483921","F","East Anglian Region","Lower Than A Level","60-70%","35-55","0","60","N","Fail"
"BBB","2014B","484983","F","South West Region","Lower Than A Level","40-50%","0-35","1","120","N","Withdrawn"
"BBB","2014B","485180","F","South West Region","Lower Than A Level","40-50%","0-35","0","195","N","Pass"
"BBB","2014B","485262","F","North Region","Lower Than A Level","30-40%","35-55","0","60","N","Pass"
"BBB","2014B","485675","F","North Western Region","A Level or Equivalent","10-20","0-35","0","60","N","Fail"
"BBB","2014B","485980","M","East Midlands Region","Lower Than A Level","0-10%","35-55","0","270","N","Pass"
"BBB","2014B","486994","F","East Anglian Region","A Level or Equivalent","80-90%","0-35","0","120","N","Distinction"
"BBB","2014B","487002","F","South East Region","A Level or Equivalent","20-30%","0-35","0","180","N","Distinction"
"BBB","2014B","487543","M","East Anglian Region","A Level or Equivalent","30-40%","0-35","0","180","N","Pass"
"BBB","2014B","489198","F","South Region","Lower Than A Level","70-80%","35-55","0","120","N","Fail"
"BBB","2014B","490391","F","Scotland","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2014B","492895","F","North Western Region","A Level or Equivalent","60-70%","35-55","0","60","N","Withdrawn"
"BBB","2014B","492928","F","Scotland","A Level or Equivalent","0-10%","0-35","0","60","N","Fail"
"BBB","2014B","493559","F","Scotland","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2014B","494896","F","East Anglian Region","Lower Than A Level","90-100%","0-35","1","120","N","Pass"
"BBB","2014B","495324","F","East Anglian Region","A Level or Equivalent","10-20","35-55","2","60","N","Withdrawn"
"BBB","2014B","495876","F","South East Region","Lower Than A Level","90-100%","0-35","0","60","N","Fail"
"BBB","2014B","497872","F","Yorkshire Region","A Level or Equivalent","40-50%","35-55","0","60","N","Withdrawn"
"BBB","2014B","500279","F","East Anglian Region","A Level or Equivalent","60-70%","35-55","1","120","N","Fail"
"BBB","2014B","500395","F","East Midlands Region","Lower Than A Level","10-20","35-55","0","60","N","Withdrawn"
"BBB","2014B","501095","F","South West Region","Lower Than A Level","70-80%","35-55","0","60","N","Pass"
"BBB","2014B","504352","F","London Region","Lower Than A Level","30-40%","0-35","0","90","N","Fail"
"BBB","2014B","504967","F","East Midlands Region","Lower Than A Level","80-90%","0-35","0","60","N","Fail"
"BBB","2014B","505151","F","Scotland","A Level or Equivalent","0-10%","35-55","0","120","N","Withdrawn"
"BBB","2014B","505248","F","South Region","A Level or Equivalent","50-60%","0-35","0","60","N","Withdrawn"
"BBB","2014B","505899","F","Wales","A Level or Equivalent","40-50%","0-35","0","60","Y","Pass"
"BBB","2014B","506622","F","Yorkshire Region","A Level or Equivalent","30-40%","0-35","0","120","N","Distinction"
"BBB","2014B","506650","F","South West Region","A Level or Equivalent","80-90%","35-55","1","120","N","Pass"
"BBB","2014B","507817","M","East Midlands Region","Lower Than A Level","10-20","0-35","2","60","N","Withdrawn"
"BBB","2014B","507983","F","Yorkshire Region","A Level or Equivalent","10-20","0-35","0","60","N","Fail"
"BBB","2014B","508100","M","South Region","Lower Than A Level","70-80%","0-35","0","120","N","Fail"
"BBB","2014B","508400","F","North Region","HE Qualification","0-10%","0-35","0","150","N","Fail"
"BBB","2014B","508470","M","North Western Region","Lower Than A Level","10-20","0-35","0","60","Y","Pass"
"BBB","2014B","508940","F","London Region","Lower Than A Level","10-20","0-35","2","120","N","Pass"
"BBB","2014B","509696","F","East Anglian Region","A Level or Equivalent","90-100%","0-35","1","60","N","Pass"
"BBB","2014B","510141","F","East Anglian Region","Lower Than A Level","60-70%","0-35","2","120","Y","Fail"
"BBB","2014B","511506","F","South East Region","A Level or Equivalent","40-50%","0-35","0","60","Y","Fail"
"BBB","2014B","511901","F","Yorkshire Region","A Level or Equivalent","20-30%","0-35","0","120","N","Pass"
"BBB","2014B","512118","F","South East Region","Lower Than A Level","40-50%","0-35","0","60","N","Withdrawn"
"BBB","2014B","513077","F","Wales","Lower Than A Level","20-30%","35-55","0","120","Y","Fail"
"BBB","2014B","514031","M","Ireland","Lower Than A Level","0-10%","0-35","1","180","Y","Pass"
"BBB","2014B","516601","F","South East Region","Lower Than A Level","70-80%","0-35","0","60","N","Fail"
"BBB","2014B","517679","F","Yorkshire Region","A Level or Equivalent","40-50%","35-55","0","120","N","Distinction"
"BBB","2014B","518711","F","North Western Region","A Level or Equivalent","10-20","0-35","2","60","N","Fail"
"BBB","2014B","519078","M","East Anglian Region","Lower Than A Level","70-80%","0-35","0","60","N","Pass"
"BBB","2014B","519084","F","Wales","Lower Than A Level","50-60%","0-35","1","60","N","Fail"
"BBB","2014B","519859","F","South East Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"BBB","2014B","521957","F","Ireland","Lower Than A Level","70-80%","0-35","3","120","N","Withdrawn"
"BBB","2014B","522087","F","West Midlands Region","A Level or Equivalent","20-30%","0-35","0","60","N","Distinction"
"BBB","2014B","523021","F","West Midlands Region","Lower Than A Level","0-10%","35-55","1","180","N","Withdrawn"
"BBB","2014B","523247","F","East Anglian Region","Lower Than A Level","30-40%","0-35","0","120","N","Distinction"
"BBB","2014B","524290","F","South Region","Lower Than A Level","80-90%","0-35","1","180","N","Pass"
"BBB","2014B","525027","F","South East Region","A Level or Equivalent","30-40%","35-55","0","60","N","Withdrawn"
"BBB","2014B","525942","M","Scotland","Lower Than A Level","0-10%","0-35","1","120","Y","Fail"
"BBB","2014B","526285","F","Scotland","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"BBB","2014B","529438","M","Wales","A Level or Equivalent","50-60%","0-35","0","60","N","Fail"
"BBB","2014B","531755","F","Scotland","HE Qualification","80-90%","0-35","1","120","N","Pass"
"BBB","2014B","532274","F","West Midlands Region","A Level or Equivalent","20-30%","35-55","0","150","N","Fail"
"BBB","2014B","532617","F","East Midlands Region","A Level or Equivalent","10-20","0-35","0","60","N","Distinction"
"BBB","2014B","533077","F","North Region","Lower Than A Level","20-30%","0-35","0","90","N","Fail"
"BBB","2014B","533210","F","South East Region","A Level or Equivalent","50-60%","35-55","0","120","N","Distinction"
"BBB","2014B","533527","F","East Anglian Region","Lower Than A Level","0-10%","0-35","0","90","N","Fail"
"BBB","2014B","534143","F","West Midlands Region","Lower Than A Level","70-80%","0-35","0","60","N","Fail"
"BBB","2014B","534163","F","South West Region","Lower Than A Level","70-80%","35-55","0","120","N","Fail"
"BBB","2014B","535077","F","Yorkshire Region","HE Qualification","20-30%","0-35","0","60","N","Pass"
"BBB","2014B","535462","F","South West Region","A Level or Equivalent","40-50%","0-35","0","60","N","Fail"
"BBB","2014B","535506","M","Wales","A Level or Equivalent","40-50%","0-35","1","120","N","Pass"
"BBB","2014B","535548","F","East Midlands Region","Lower Than A Level","20-30%","0-35","1","180","N","Pass"
"BBB","2014B","536286","F","South West Region","Lower Than A Level","0-10%","35-55","0","60","N","Distinction"
"BBB","2014B","536629","F","South Region","A Level or Equivalent","70-80%","0-35","0","180","N","Pass"
"BBB","2014B","536805","F","West Midlands Region","A Level or Equivalent","40-50%","0-35","0","60","N","Pass"
"BBB","2014B","537077","F","West Midlands Region","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"BBB","2014B","537171","F","North Region","No Formal quals",,"0-35","0","90","N","Pass"
"BBB","2014B","537373","F","Yorkshire Region","Lower Than A Level","0-10%","35-55","0","60","N","Pass"
"BBB","2014B","537605","M","East Midlands Region","A Level or Equivalent","0-10%","0-35","1","180","N","Fail"
"BBB","2014B","537698","F","East Anglian Region","Lower Than A Level","40-50%","0-35","0","60","Y","Pass"
"BBB","2014B","538196","M","West Midlands Region","A Level or Equivalent","40-50%","35-55","1","60","N","Withdrawn"
"BBB","2014B","539675","F","South East Region","Lower Than A Level","30-40%","0-35","1","120","N","Fail"
"BBB","2014B","539894","F","Yorkshire Region","HE Qualification","80-90%","0-35","0","120","N","Pass"
"BBB","2014B","540558","F","East Midlands Region","Lower Than A Level","20-30%","35-55","0","120","N","Pass"
"BBB","2014B","541769","F","East Anglian Region","Lower Than A Level","30-40%","35-55","0","60","N","Pass"
"BBB","2014B","542466","F","Scotland","A Level or Equivalent","20-30%","0-35","2","120","N","Pass"
"BBB","2014B","542547","F","Wales","A Level or Equivalent","10-20","0-35","1","180","N","Pass"
"BBB","2014B","542562","F","South East Region","A Level or Equivalent","60-70%","0-35","2","240","Y","Withdrawn"
"BBB","2014B","543963","M","South East Region","Lower Than A Level","50-60%","0-35","0","180","Y","Withdrawn"
"BBB","2014B","545146","F","East Anglian Region","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"BBB","2014B","545196","F","South West Region","Lower Than A Level","0-10%","35-55","0","60","N","Pass"
"BBB","2014B","545223","F","East Midlands Region","Lower Than A Level","0-10%","0-35","1","60","N","Fail"
"BBB","2014B","545254","M","Ireland","Lower Than A Level","90-100%","0-35","0","60","N","Pass"
"BBB","2014B","546202","F","South Region","Lower Than A Level","70-80%","0-35","1","60","N","Pass"
"BBB","2014B","546302","F","East Midlands Region","A Level or Equivalent","20-30%","0-35","0","120","N","Fail"
"BBB","2014B","547018","F","East Anglian Region","A Level or Equivalent","40-50%","35-55","0","60","N","Fail"
"BBB","2014B","547487","F","South Region","Lower Than A Level","80-90%","0-35","0","120","N","Distinction"
"BBB","2014B","547556","F","South Region","Lower Than A Level","80-90%","0-35","0","120","N","Fail"
"BBB","2014B","548296","F","South Region","A Level or Equivalent","10-20","0-35","1","60","N","Fail"
"BBB","2014B","548445","F","East Midlands Region","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"BBB","2014B","548844","F","London Region","Lower Than A Level","70-80%","35-55","1","120","N","Fail"
"BBB","2014B","549078","F","London Region","A Level or Equivalent","10-20","0-35","1","90","N","Fail"
"BBB","2014B","549190","F","West Midlands Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"BBB","2014B","549892","F","East Midlands Region","Lower Than A Level","30-40%","35-55","0","60","N","Withdrawn"
"BBB","2014B","550269","F","Scotland","Lower Than A Level","10-20","0-35","1","120","N","Pass"
"BBB","2014B","551053","F","Wales","Lower Than A Level","10-20","35-55","1","120","Y","Fail"
"BBB","2014B","551252","F","South West Region","A Level or Equivalent","70-80%","0-35","1","120","N","Distinction"
"BBB","2014B","551515","F","Scotland","Lower Than A Level","10-20","0-35","1","180","N","Pass"
"BBB","2014B","551718","F","South East Region","A Level or Equivalent","60-70%","0-35","0","60","N","Fail"
"BBB","2014B","551953","F","South West Region","HE Qualification","60-70%","35-55","0","60","N","Fail"
"BBB","2014B","552025","M","North Western Region","A Level or Equivalent","0-10%","0-35","2","120","N","Fail"
"BBB","2014B","552656","F","Ireland","A Level or Equivalent","40-50%","35-55","0","60","N","Withdrawn"
"BBB","2014B","552896","F","Scotland","HE Qualification","30-40%","0-35","0","90","N","Withdrawn"
"BBB","2014B","553437","F","Wales","A Level or Equivalent","50-60%","0-35","0","60","N","Fail"
"BBB","2014B","553733","F","London Region","A Level or Equivalent","0-10%","0-35","0","60","N","Fail"
"BBB","2014B","553807","F","South East Region","Lower Than A Level","30-40%","35-55","1","180","Y","Fail"
"BBB","2014B","553808","M","South East Region","A Level or Equivalent","60-70%","0-35","0","120","N","Pass"
"BBB","2014B","554004","M","East Midlands Region","HE Qualification","20-30%","35-55","1","120","N","Pass"
"BBB","2014B","554969","F","North Western Region","A Level or Equivalent","50-60%","0-35","0","60","N","Distinction"
"BBB","2014B","555015","F","Scotland","A Level or Equivalent","40-50%","0-35","0","180","Y","Distinction"
"BBB","2014B","555720","F","North Western Region","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"BBB","2014B","555860","M","West Midlands Region","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"BBB","2014B","555994","M","London Region","Lower Than A Level","40-50%","0-35","0","60","N","Fail"
"BBB","2014B","556012","M","East Anglian Region","Lower Than A Level","20-30%","0-35","0","60","Y","Fail"
"BBB","2014B","556853","F","South Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"BBB","2014B","556877","F","South West Region","A Level or Equivalent","30-40%","35-55","2","120","N","Pass"
"BBB","2014B","557029","M","East Midlands Region","HE Qualification","10-20","35-55","0","130","N","Fail"
"BBB","2014B","557351","F","South West Region","A Level or Equivalent","50-60%","35-55","1","120","N","Fail"
"BBB","2014B","558084","F","Wales","Lower Than A Level","20-30%","0-35","1","120","N","Pass"
"BBB","2014B","558595","F","South Region","A Level or Equivalent","90-100%","0-35","0","60","Y","Pass"
"BBB","2014B","558921","M","West Midlands Region","HE Qualification","50-60%","0-35","1","60","N","Distinction"
"BBB","2014B","559090","F","South East Region","No Formal quals","60-70%","0-35","0","60","N","Withdrawn"
"BBB","2014B","559336","F","West Midlands Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"BBB","2014B","559381","F","South Region","HE Qualification","90-100%","35-55","0","60","N","Pass"
"BBB","2014B","559467","F","East Anglian Region","A Level or Equivalent","30-40%","0-35","0","150","N","Pass"
"BBB","2014B","559573","F","North Western Region","A Level or Equivalent","0-10%","0-35","0","120","N","Fail"
"BBB","2014B","559831","F","East Midlands Region","A Level or Equivalent","50-60%","0-35","0","120","N","Pass"
"BBB","2014B","559861","F","South East Region","A Level or Equivalent","90-100%","0-35","0","60","N","Pass"
"BBB","2014B","560117","M","West Midlands Region","Lower Than A Level","40-50%","0-35","1","60","N","Fail"
"BBB","2014B","560238","F","Yorkshire Region","Lower Than A Level","80-90%","0-35","0","60","N","Distinction"
"BBB","2014B","560335","F","Scotland","Lower Than A Level","90-100%","0-35","1","60","N","Fail"
"BBB","2014B","560536","F","Wales","HE Qualification","50-60%","0-35","1","120","N","Pass"
"BBB","2014B","560920","F","London Region","A Level or Equivalent","30-40%","35-55","1","120","N","Withdrawn"
"BBB","2014B","561060","F","East Anglian Region","A Level or Equivalent","60-70%","0-35","0","120","Y","Pass"
"BBB","2014B","561061","F","Yorkshire Region","A Level or Equivalent","40-50%","0-35","0","120","N","Pass"
"BBB","2014B","561953","F","East Anglian Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"BBB","2014B","561978","F","South West Region","A Level or Equivalent","80-90%","0-35","1","180","N","Distinction"
"BBB","2014B","562643","F","South West Region","A Level or Equivalent","50-60%","0-35","0","60","N","Withdrawn"
"BBB","2014B","562783","F","East Midlands Region","Lower Than A Level","40-50%","0-35","0","60","N","Withdrawn"
"BBB","2014B","562857","F","London Region","Lower Than A Level","20-30%","35-55","0","60","N","Pass"
"BBB","2014B","563413","F","South Region","A Level or Equivalent","90-100%","0-35","0","60","N","Distinction"
"BBB","2014B","563487","F","East Anglian Region","A Level or Equivalent","80-90%","35-55","0","75","N","Pass"
"BBB","2014B","563754","F","South West Region","Lower Than A Level","30-40%","0-35","1","120","N","Pass"
"BBB","2014B","563986","F","North Western Region","Lower Than A Level","10-20","0-35","0","75","N","Fail"
"BBB","2014B","563987","F","North Western Region","A Level or Equivalent","20-30%","35-55","0","120","N","Pass"
"BBB","2014B","564409","M","Scotland","A Level or Equivalent","30-40%","0-35","1","120","N","Pass"
"BBB","2014B","564906","M","North Western Region","Lower Than A Level","0-10%","35-55","0","120","N","Pass"
"BBB","2014B","565009","F","East Anglian Region","Lower Than A Level","40-50%","0-35","0","60","N","Fail"
"BBB","2014B","565344","F","London Region","A Level or Equivalent","70-80%","35-55","0","60","N","Fail"
"BBB","2014B","565402","F","South Region","Lower Than A Level","80-90%","0-35","1","180","N","Withdrawn"
"BBB","2014B","565869","F","East Anglian Region","Lower Than A Level","50-60%","35-55","0","60","N","Pass"
"BBB","2014B","565988","F","North Region","Lower Than A Level","10-20","0-35","0","120","N","Fail"
"BBB","2014B","566181","F","South West Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"BBB","2014B","566669","F","South East Region","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"BBB","2014B","567048","F","East Anglian Region","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2014B","567059","F","East Midlands Region","Lower Than A Level","50-60%","0-35","1","120","N","Pass"
"BBB","2014B","567757","F","Wales","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2014B","567889","F","South West Region","Lower Than A Level","40-50%","35-55","0","60","N","Pass"
"BBB","2014B","567963","F","London Region","Lower Than A Level","30-40%","35-55","0","60","Y","Pass"
"BBB","2014B","568042","F","East Anglian Region","Lower Than A Level","30-40%","0-35","1","120","N","Fail"
"BBB","2014B","568370","F","West Midlands Region","A Level or Equivalent","20-30%","35-55","1","120","N","Pass"
"BBB","2014B","568559","F","East Midlands Region","Lower Than A Level","90-100%","35-55","1","120","N","Pass"
"BBB","2014B","568968","F","South Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2014B","569074","F","South West Region","Lower Than A Level","30-40%","35-55","0","60","N","Withdrawn"
"BBB","2014B","569225","F","South Region","A Level or Equivalent","40-50%","0-35","0","90","N","Pass"
"BBB","2014B","569663","F","South Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2014B","569664","M","London Region","Lower Than A Level","40-50%","35-55","0","60","N","Pass"
"BBB","2014B","569761","F","East Midlands Region","Lower Than A Level","0-10%","0-35","0","60","N","Pass"
"BBB","2014B","569864","F","London Region","Lower Than A Level","10-20","0-35","0","120","N","Pass"
"BBB","2014B","569970","F","East Midlands Region","Lower Than A Level","40-50%","0-35","0","60","N","Pass"
"BBB","2014B","570031","F","North Western Region","Lower Than A Level","20-30%","0-35","0","60","N","Pass"
"BBB","2014B","570186","F","West Midlands Region","Lower Than A Level","0-10%","0-35","0","60","N","Withdrawn"
"BBB","2014B","570239","F","West Midlands Region","Lower Than A Level","10-20","35-55","0","120","N","Fail"
"BBB","2014B","570437","F","Scotland","A Level or Equivalent","0-10%","35-55","0","60","Y","Distinction"
"BBB","2014B","570627","F","South East Region","A Level or Equivalent","90-100%","35-55","0","60","N","Distinction"
"BBB","2014B","571223","F","East Anglian Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"BBB","2014B","571540","F","East Anglian Region","Lower Than A Level","90-100%","0-35","1","120","N","Pass"
"BBB","2014B","571614","F","Ireland","Lower Than A Level","10-20","0-35","1","180","N","Pass"
"BBB","2014B","571880","F","Scotland","Lower Than A Level","30-40%","0-35","0","120","N","Pass"
